,Rank,PASS_CMP,PASS_ATT,PASS_PCT,PASS_YDS,PASS_Y_A,PASS_TD,PASS_INT,PASS_SACKS,RUSH_ATT,RUSH_YDS,RUSH_TD,FL,G,FPTS,FPTS_G,OWN,Year,PlayerID
425,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2018,Devlin Hodges6
426,40,100,160,62.5,1063,6.6,5,8,15,21,68,0,1,8,59.4,7.4,0.20%,2019,Devlin Hodges6
427,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Drew Anderson3
428,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Drew Anderson3
429,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Drew Anderson3
430,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Drew Anderson3
431,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Drew Anderson3
432,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Drew Anderson3
433,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,2019,Drew Anderson3
434,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,John Lovett40
435,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,John Lovett40
436,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,John Lovett40
437,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,John Lovett40
438,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,John Lovett40
439,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,John Lovett40
440,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,John Lovett40
441,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,David Blough10
442,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,David Blough10
443,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,David Blough10
444,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,David Blough10
445,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,David Blough10
446,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2018,David Blough10
447,39,94,174,54,984,5.7,4,6,14,8,31,0,0,5,60.4,12.1,0.10%,2019,David Blough10
448,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Jake Dolegala7
449,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Jake Dolegala7
450,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Jake Dolegala7
451,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Jake Dolegala7
452,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Jake Dolegala7
453,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Jake Dolegala7
454,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Jake Dolegala7
455,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2013,Justin Herbert10
456,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2014,Justin Herbert10
457,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2015,Justin Herbert10
458,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2016,Justin Herbert10
459,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2017,Justin Herbert10
460,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2018,Justin Herbert10
461,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2019,Justin Herbert10
462,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00%,2013,Tua Tagovailoa0
463,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00%,2014,Tua Tagovailoa0
464,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00%,2015,Tua Tagovailoa0
465,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00%,2016,Tua Tagovailoa0
466,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00%,2017,Tua Tagovailoa0
467,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00%,2018,Tua Tagovailoa0
468,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00%,2019,Tua Tagovailoa0
469,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.80%,2013,Kyler Murray1
470,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.80%,2014,Kyler Murray1
471,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.80%,2015,Kyler Murray1
472,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.80%,2016,Kyler Murray1
473,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.80%,2017,Kyler Murray1
474,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.80%,2018,Kyler Murray1
475,7,349,542,64.4,3722,6.9,20,12,48,93,544,4,2,16,297.3,18.6,98.80%,2019,Kyler Murray1
476,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Chris Streveler15
477,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Chris Streveler15
478,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Chris Streveler15
479,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Chris Streveler15
480,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Chris Streveler15
481,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Chris Streveler15
482,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Chris Streveler15
483,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Brian Lewerke
484,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Brian Lewerke
485,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Brian Lewerke
486,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Brian Lewerke
487,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Brian Lewerke
488,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Brian Lewerke
489,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Brian Lewerke
490,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Riley Neal6
491,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Riley Neal6
492,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Riley Neal6
493,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Riley Neal6
494,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Riley Neal6
495,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Riley Neal6
496,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Riley Neal6
497,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,James Morgan12
498,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,James Morgan12
499,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,James Morgan12
500,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,James Morgan12
501,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,James Morgan12
502,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,James Morgan12
503,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,James Morgan12
504,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Jake Luton6
505,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Jake Luton6
506,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Jake Luton6
507,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Jake Luton6
508,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Jake Luton6
509,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Jake Luton6
510,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Jake Luton6
511,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Steven Montez6
512,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Steven Montez6
513,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Steven Montez6
514,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Steven Montez6
515,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Steven Montez6
516,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Steven Montez6
517,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Steven Montez6
518,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Khalil Tate
519,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Khalil Tate
520,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Khalil Tate
521,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Khalil Tate
522,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Khalil Tate
523,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Khalil Tate
524,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Khalil Tate
525,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Cole McDonald13
526,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Cole McDonald13
527,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Cole McDonald13
528,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Cole McDonald13
529,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Cole McDonald13
530,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Cole McDonald13
531,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Cole McDonald13
532,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Nate Stanley7
533,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Nate Stanley7
534,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Nate Stanley7
535,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Nate Stanley7
536,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Nate Stanley7
537,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Nate Stanley7
538,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Nate Stanley7
539,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Jacob Eason9
540,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Jacob Eason9
541,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Jacob Eason9
542,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Jacob Eason9
543,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Jacob Eason9
544,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Jacob Eason9
545,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Jacob Eason9
546,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Bryce Perkins3
547,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Bryce Perkins3
548,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Bryce Perkins3
549,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Bryce Perkins3
550,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Bryce Perkins3
551,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Bryce Perkins3
552,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Bryce Perkins3
553,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Shea Patterson
554,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Shea Patterson
555,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Shea Patterson
556,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Shea Patterson
557,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Shea Patterson
558,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Shea Patterson
559,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Shea Patterson
560,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Anthony Gordon18
561,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Anthony Gordon18
562,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Anthony Gordon18
563,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Anthony Gordon18
564,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Anthony Gordon18
565,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Anthony Gordon18
566,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Anthony Gordon18
567,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Tyler Huntley1
568,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Tyler Huntley1
569,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Tyler Huntley1
570,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Tyler Huntley1
571,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Tyler Huntley1
572,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Tyler Huntley1
573,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Tyler Huntley1
574,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Jalen Hurts1
575,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Jalen Hurts1
576,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Jalen Hurts1
577,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Jalen Hurts1
578,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,Jalen Hurts1
579,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2018,Jalen Hurts1
580,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2019,Jalen Hurts1
581,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Jordan Love10
582,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Jordan Love10
583,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Jordan Love10
584,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Jordan Love10
585,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,Jordan Love10
586,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2018,Jordan Love10
587,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2019,Jordan Love10
588,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Jake Fromm10
589,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Jake Fromm10
590,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Jake Fromm10
591,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Jake Fromm10
592,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Jake Fromm10
593,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Jake Fromm10
594,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Jake Fromm10
595,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40%,2013,Jarrett Stidham4
596,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40%,2014,Jarrett Stidham4
597,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40%,2015,Jarrett Stidham4
598,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40%,2016,Jarrett Stidham4
599,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40%,2017,Jarrett Stidham4
600,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40%,2018,Jarrett Stidham4
601,166,2,4,50,14,3.5,0,1,1,2,-2,0,0,3,-0.6,-0.2,4.40%,2019,Jarrett Stidham4
602,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Kyle Lauletta8
603,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Kyle Lauletta8
604,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Kyle Lauletta8
605,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Kyle Lauletta8
606,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,Kyle Lauletta8
607,168,0,5,0,0,0,0,1,0,1,-2,0,0,2,-2.2,-1.1,0.10%,2018,Kyle Lauletta8
608,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2019,Kyle Lauletta8
609,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Tim Boyle8
610,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Tim Boyle8
611,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Tim Boyle8
612,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Tim Boyle8
613,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Tim Boyle8
614,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Tim Boyle8
615,163,3,4,75,15,3.8,0,0,0,5,-7,0,0,3,-0.1,0,0.00%,2019,Tim Boyle8
616,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Kurt Benkert6
617,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Kurt Benkert6
618,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Kurt Benkert6
619,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Kurt Benkert6
620,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Kurt Benkert6
621,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Kurt Benkert6
622,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Kurt Benkert6
623,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Alex McGough3
624,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Alex McGough3
625,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Alex McGough3
626,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Alex McGough3
627,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,Alex McGough3
628,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2018,Alex McGough3
629,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2019,Alex McGough3
630,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Danny Etling16
631,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Danny Etling16
632,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Danny Etling16
633,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Danny Etling16
634,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,Danny Etling16
635,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2018,Danny Etling16
636,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2019,Danny Etling16
637,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Ben DiNucci1
638,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Ben DiNucci1
639,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Ben DiNucci1
640,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Ben DiNucci1
641,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Ben DiNucci1
642,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Ben DiNucci1
643,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Ben DiNucci1
644,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Tommy Stevens2
645,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Tommy Stevens2
646,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Tommy Stevens2
647,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Tommy Stevens2
648,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Tommy Stevens2
649,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Tommy Stevens2
650,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Tommy Stevens2
651,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,2013,Kyle Allen10
652,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,2014,Kyle Allen10
653,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,2015,Kyle Allen10
654,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,2016,Kyle Allen10
655,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,2017,Kyle Allen10
656,47,20,31,64.5,266,8.6,2,0,0,5,19,1,0,2,26.5,13.3,0.80%,2018,Kyle Allen10
657,28,303,489,62,3322,6.8,17,16,46,32,106,2,7,14,193.4,13.8,0.80%,2019,Kyle Allen10
658,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50%,2013,Gardner Minshew II15
659,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50%,2014,Gardner Minshew II15
660,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50%,2015,Gardner Minshew II15
661,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50%,2016,Gardner Minshew II15
662,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50%,2017,Gardner Minshew II15
663,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50%,2018,Gardner Minshew II15
664,20,285,470,60.6,3271,7,21,6,33,67,344,0,7,14,235.3,16.8,8.50%,2019,Gardner Minshew II15
665,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Jake Browning3
666,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Jake Browning3
667,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2015,Jake Browning3
668,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2016,Jake Browning3
669,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2017,Jake Browning3
670,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2018,Jake Browning3
671,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2019,Jake Browning3
672,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2013,Trace McSorley7
673,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2014,Trace McSorley7
674,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2015,Trace McSorley7
675,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2016,Trace McSorley7
676,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2017,Trace McSorley7
677,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,2018,Trace McSorley7
678,65,0,0,0,0,0,0,0,0,1,1,0,0,1,0.1,0.1,0.20%,2019,Trace McSorley7
679,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2013,Clayton Thorson5
680,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2014,Clayton Thorson5
681,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2015,Clayton Thorson5
682,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2016,Clayton Thorson5
683,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2017,Clayton Thorson5
684,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2018,Clayton Thorson5
685,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,2019,Clayton Thorson5
686,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2013,Easton Stick2
687,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2014,Easton Stick2
688,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2015,Easton Stick2
689,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2016,Easton Stick2
690,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2017,Easton Stick2
691,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2018,Easton Stick2
692,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,2019,Easton Stick2
693,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2013,Brett Rypien4
694,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,2014,Brett Rypien4
